,LINE_ID,CHARACTER_ID,MOVIE_ID,CHARACTER_NAME,UTTERANCE
36222,L237854,u1117,m73,REDBEARD,The best way to ensure the kill when you're using trackers is for one to shoot while the other uses the trackers to force the lion toward the shooter. Have you ever led trackers?
36223,L237839,u1117,m73,REDBEARD,"No, but you do-  -see, you were needed after all.  And fifty warriors at the camp before dawn."
36224,L237838,u1116,m73,PATTERSON,Have you got it?
36225,L237828,u1117,m73,REDBEARD,I'm always considerate- my mother taught me that.
36226,L237827,u1116,m73,PATTERSON,That's very considerate.
36227,L237826,u1117,m73,REDBEARD,"I don't really. But understand something- even though it may take me two or three days to sort this out-  -when I'm gone, you'll still have to build the bridge. And I don't want the men to have lost respect for you."
36228,L237814,u1116,m73,PATTERSON,Somehow I guessed.
36229,L237813,u1117,m73,REDBEARD,All right- let's go into battle.  I'm Redbeard.
36230,L237812,u1116,m73,PATTERSON,"Actually, no."
36231,L237811,u1117,m73,REDBEARD,"Let me save time-  you are the engineer;  you are in charge;  you're sorry I'm here. Right so far?  Good- because  I am not an engineer,  I don't want to be in charge, and  I'm sorrier than you are that I'm here- I hate Tsavo. So I will help you by killing the lions and leaving, and you will help me by doing what I tell you so I can leave. See any problems?"
36232,L237810,u1116,m73,PATTERSON,We need to talk.
36233,L237809,u1117,m73,REDBEARD,Nonsense- Samuel would have done something.
36234,L237808,u1116,m73,PATTERSON,Got me out of trouble.
36235,L237807,u1117,m73,REDBEARD,What did I do?
36236,L237806,u1116,m73,PATTERSON,I didn't have a chance to thank you.
36237,L237941,u1116,m73,PATTERSON,"It's all right, Samuel- we all get hit-"
36238,L237940,u1118,m73,SAMUEL,Afraid of lions.
36239,L237939,u1118,m73,SAMUEL,Underneath.  Somewhere.
36240,L237938,u1116,m73,PATTERSON,Where is it?
36241,L237932,u1118,m73,SAMUEL,Once...
36242,L237931,u1116,m73,PATTERSON,He has children?
36243,L237926,u1116,m73,PATTERSON,"I feel the same about the bridge. This country certainly didn't ask for it, doesn't need it."
36244,L237925,u1118,m73,SAMUEL,Three years I've worked for the railroad. Now I don't know why. It seemed a good idea once.
36245,L237852,u1118,m73,SAMUEL,He doesn't. He needs nobody. But we have hunted many times...  ...he knows I am afraid of lions...
36246,L237851,u1116,m73,PATTERSON,Thank you.  Why does he need you by him?
36247,L237834,u1118,m73,SAMUEL,Since his beard was red.
36248,L237833,u1116,m73,PATTERSON,You've known him long?
36249,L237832,u1118,m73,SAMUEL,Oh yes. But it takes time.
36250,L237831,u1116,m73,PATTERSON,"You like him, don't you?"
36251,L237825,u1116,m73,PATTERSON,I have to ask- why do you need me?
36252,L237824,u1118,m73,SAMUEL,Soon.
36253,L237724,u1118,m73,SAMUEL,"You give me hope, John."
36254,L237723,u1116,m73,PATTERSON,"I do, actually; very much."
36255,L237722,u1118,m73,SAMUEL,Do you love her?
36256,L237721,u1116,m73,PATTERSON,I expect so- it's from my wife.
36257,L237720,u1118,m73,SAMUEL,Good news?
36258,L237719,u1116,m73,PATTERSON,"Thank you, Samuel."
36259,L237718,u1118,m73,SAMUEL,For you.
36260,L237713,u1116,m73,PATTERSON,"Look out, Samuel, here it comes."
36261,L237712,u1118,m73,SAMUEL,"Oh yes, I think so."
36262,L237705,u1116,m73,PATTERSON,"Fine. Get started. And a strict curfew- no one allowed out at night.  Send half your men to the bridge, the rest with these two.  And I'm sorry for my tone earlier. But I repeat- there is no reason for fear. I will kill the lion and I will build the bridge."
36263,L237704,u1118,m73,SAMUEL,We should construct thorn fences around every tent area. Fires burning at night.
36264,L237688,u1118,m73,SAMUEL,"You don't know what Tsavo means, do you?  It means ""slaughter""..."
36265,L237687,u1116,m73,PATTERSON,Nonsense.
36266,L237686,u1118,m73,SAMUEL,You- they cannot believe you're still here.
36267,L237685,u1116,m73,PATTERSON,What are they looking at?
36268,L237638,u1116,m73,PATTERSON,Clearly you don't agree about building the railroad?
36269,L237637,u1118,m73,SAMUEL,I am also liaison between these two.
36270,L237629,u1116,m73,PATTERSON,This is more difficult-
36271,L237628,u1118,m73,SAMUEL,Did it look like this in your mind?
36272,L237625,u1118,m73,SAMUEL,"Get on? They detest each other. Obviously the Africans hate the Indians. But the Indians also hate the other Indians. Some of them worship cows, while others eat them."
36273,L237624,u1116,m73,PATTERSON,The workers don't get on?
36274,L237623,u1118,m73,SAMUEL,Thank you. The truth is this: you have to work at it constantly.
36275,L237622,u1116,m73,PATTERSON,"It's all wonderfully under control, Samuel- you've done a splendid job."
36276,L237621,u1118,m73,SAMUEL,"Because they are here.  Because Tsavo is the worst place in the world.  Come, John- to the bridge."
36277,L237620,u1116,m73,PATTERSON,Why do the workers look unhappy?
36278,L237930,u1117,m73,REDBEARD,Hold your son high.
36279,L237929,u1118,m73,SAMUEL,Some mysteries should not have solutions.
36280,L237928,u1117,m73,REDBEARD,My life was shaped because someone invented gunpowder. Our lives have crossed because two lions went mad. But what if in the future the three of us do something grand for humanity? Was that worth all the lives? Too soon to tell.
36281,L237923,u1118,m73,SAMUEL,Help finish the railroad.
36282,L237922,u1117,m73,REDBEARD,Some Russian princes want to hunt the Himalayas. You?
36283,L237921,u1118,m73,SAMUEL,Where do you go next?
36284,L237871,u1117,m73,REDBEARD,"Patterson and I will be in the old hospital- where the enticing smell of sickness still lingers-  -and by the time we're done, I promise you, the odor of blood will be irresistible."
36285,L237870,u1118,m73,SAMUEL,And where will you sleep beautifully?
36286,L237869,u1117,m73,REDBEARD,"Gentlemen, there's no sickness smell at all here, and little blood. When we leave, close the gate securely, don't open it til morning and keep your fires high. Any questions, ask them now.  You two will sleep beautifully in your tents.  And stay there."
36287,L237862,u1117,m73,REDBEARD,Not even close.  What happened?
36288,L237861,u1118,m73,SAMUEL,Did you ever see a lion that size?
36289,L237841,u1117,m73,REDBEARD,"Because I have two plans to kill the lions- one involving the cattle, the other the men."
36290,L237840,u1118,m73,SAMUEL,Why so many?
36291,L237837,u1118,m73,SAMUEL,They will want a lot of money.
36292,L237836,u1117,m73,REDBEARD,Four should do it.
36293,L237835,u1118,m73,SAMUEL,How many cattle?
36294,L237830,u1118,m73,SAMUEL,I don't believe you had a mother.
36295,L237829,u1117,m73,REDBEARD,Why do you laugh?- you don't believe she taught me?
36296,L239472,u1120,m74,DANA,I'd rather not.
36297,L239471,u1125,m74,JANOSZ,"Many marriages begin with a certain amount of distance, but after a while I believe we could learn to love each other.  Think about it."
36298,L239470,u1120,m74,DANA,I hate and despise you and everything you stand for with all my heart and soul.  I could never forgive what you've done to me and my child.
36299,L239469,u1125,m74,JANOSZ,"I know.  Marry me, Dana, and together we will raise Vigo as our son.  There are many perks that come with being the mother of a living god.  I'm sure he will supply for us a magnificent apartment.  And perhaps a car and free parking."
36300,L239468,u1120,m74,DANA,We don't have a relationship.
36301,L239467,u1125,m74,JANOSZ,"Time is running out, Dana.  Soon it will be midnight and the city will be mine -- and Vigo's.  Well, mainly Vigo's.  But we have a spectacular opportunity to make the best of our relationship."
36302,L239370,u1120,m74,DANA,I don't care who he is.  He's not taking my baby.
36303,L239369,u1125,m74,JANOSZ,"Not in this case, my dear.  Take a look. That's not Gainsborough's Blue Boy up there. He's Vigo!"
36304,L239368,u1120,m74,DANA,Everybody has a choice.
36305,L239367,u1125,m74,JANOSZ,I don't believe we have the luxury of choice.
36306,L239366,u1120,m74,DANA,"If this is what the world will be like, I don't want to live in it."
36307,L239365,u1125,m74,JANOSZ,"No harm will come to the child.  You might even say it's a privilege.  He will be the vessel for the spirit of Vigo.  And you -- well, you will be the mother of the ruler of the world.  Doesn't that sound nice?"
36308,L239364,u1120,m74,DANA,What do you want with my baby?
36309,L239083,u1120,m74,DANA,"Oh, I'm sorry.  This is Peter Venkman. Peter, Janosz Poha."
36310,L239082,u1125,m74,JANOSZ,"Dana, aren't you going to introduce me to your friend?"
36311,L238961,u1120,m74,DANA,"Good night, Janosz."
36312,L238960,u1125,m74,JANOSZ,"Okay, just thought I'd check.  Good night, Dana.  Sleep well.  Don't let the bedbugs bite you."
36313,L238959,u1120,m74,DANA,"No, everything's fine.  Honestly.  Thanks anyway."
36314,L238958,u1125,m74,JANOSZ,Do you need anything?  You want me to come in?
36315,L238956,u1125,m74,JANOSZ,"Hello, Dana.  I happened to be in the neighborhood and I thought I'd stop by to see if everything's all right with you -- you know, with the blackout and everything? Are you okay?  Is the baby all right?"
36316,L238955,u1120,m74,DANA,Janosz?
36317,L238809,u1125,m74,JANOSZ,"Okay, I'll take a raincheck on that."
36318,L238808,u1120,m74,DANA,I'm sorry.  Perhaps some other time.
36319,L238807,u1125,m74,JANOSZ,"Every day I ask you, and every day you've got something else to do.  Do I have bad breath or something?"
36320,L238806,u1120,m74,DANA,"Actually, I'm not eating lunch today.  I have an appointment.  In fact, I'd better go."
36321,L238805,u1125,m74,JANOSZ,We'll be very sorry to lose you.  Perhaps I could take you to lunch today?
36322,L238804,u1120,m74,DANA,"Thank you, Janosz.  I've learned a lot here, but now that my baby's a little older, I was hoping to rejoin the orchestra."
36323,L238803,u1125,m74,JANOSZ,"You know, you are really doing very good work here.  I think soon you may be ready to assist me in some of the more important restorations."
36324,L238802,u1120,m74,DANA,"Oh, yes, I got in a little late this morning, Janosz."
36325,L238836,u1120,m74,DANA,Thank you.
36326,L238835,u1131,m74,SPENGLER,I won't.
36327,L238834,u1120,m74,DANA,"Egon, I'd rather you didn't mention any of this to Peter if you don't mind."
36328,L238833,u1131,m74,SPENGLER,Certainly.
36329,L238832,u1120,m74,DANA,This is my address and telephone number. Will you call me?
36330,L238827,u1131,m74,SPENGLER,No.  Not that I can recall.
36331,L238826,u1120,m74,DANA,Does he ever mention me?
36332,L238825,u1131,m74,SPENGLER,Venkman?  I think he was borderline for a while there.  Then he crossed the border.
36333,L238824,u1120,m74,DANA,How is he these days?
36334,L238823,u1131,m74,SPENGLER,Occasionally
36335,L238822,u1120,m74,DANA,Do you ever see him?
36336,L238821,u1131,m74,SPENGLER,Oh no.
36337,L238820,u1120,m74,DANA,"Okay, whatever you think -- but not Venkman."
36338,L238819,u1131,m74,SPENGLER,"We'll do the happiness index next.  I'd like to bring Ray in on your case, if it's all right with you."
36339,L238817,u1131,m74,SPENGLER,I'm trying to determine whether human emotional states have a measurable effect on the psychomagnetheric energy field.  It's a theory Ray and I were working on when we had to dissolve Ghostbusters.
36340,L238816,u1120,m74,DANA,"What are you working on, Egon?"
36341,L238813,u1131,m74,SPENGLER,I'm not saying you did.  In science we always look for the simplest explanation.
36342,L238812,u1120,m74,DANA,"Hundreds of people.  Believe me, I didn't imagine this."
36343,L238747,u1120,m74,DANA,That's exactly what you said last week.
36344,L238746,u1122,m74,FRANK,"Okay, that's no problem."
36345,L238745,u1120,m74,DANA,"No, you didn't, Frank."
36346,L238744,u1122,m74,FRANK,Didn't I do it?
36347,L238743,u1120,m74,DANA,"Thank you, Frank.  Oh, are you ever going to fix the radiator in my bedroom?  I asked you last week."
36348,L238742,u1122,m74,FRANK,"That's a good-looking kid you got there, Ms. Barrett."
36349,L238741,u1122,m74,FRANK,"Hiya, Oscar.  What do you say, slugger?"
36350,L238740,u1120,m74,DANA,"Thank you, Frank.  I'll get the hang of this eventually."
36351,L238739,u1122,m74,FRANK,"Okay, okay.  It's not my job, but what the hell.  I'll do you a favor.  He takes the grocery bags from her."
36352,L238738,u1120,m74,DANA,"You're also a human being, Frank."
36353,L238737,u1122,m74,FRANK,"I'm not a doorman, Miss Barrett.  I'm a building superintendent."
36354,L238736,u1120,m74,DANA,"Frank, do you think you could give me a hand with these bags?"
36355,L239537,u1133,m74,VENKMAN,"So what?  It's a free country.  Thanks, Lib."
36356,L239536,u1120,m74,DANA,That's a terrible thing to say.
36357,L239533,u1133,m74,VENKMAN,Same difference.
36358,L239532,u1120,m74,DANA,That's not true.  It was 1620.
36359,L239500,u1133,m74,VENKMAN,"Finally came to your senses, huh?"
36360,L239499,u1120,m74,DANA,I think he likes you.  I think I do too.
36361,L239272,u1133,m74,VENKMAN,Don't worry.  Janine has a very special way with children.
36362,L239271,u1120,m74,DANA,Maybe I should call Janine.
36363,L239270,u1133,m74,VENKMAN,Let me jingle you right now.
36364,L239269,u1120,m74,DANA,So why don't you give me a jingle in the year 2000?
36365,L239268,u1133,m74,VENKMAN,"Thank you.  If I had that kind of support on a daily basis, I could definitely shape up by the turn of the century."
36366,L239267,u1120,m74,DANA,Why do you say things like that?  You're so much better than you know.
36367,L239266,u1133,m74,VENKMAN,I'm not even good for me.
36368,L239265,u1120,m74,DANA,"Oh, Peter, I didn't dump you.  I just had to protect myself.  You really weren't very good for me, you know."
36369,L239264,u1133,m74,VENKMAN,"All right, you want to be real?  So tell me why did you dump me?"
36370,L239263,u1120,m74,DANA,"For one night in your life, do you think it's possible for us to be completely real?"
36371,L239262,u1133,m74,VENKMAN,"Does that start exactly at midnight tomorrow, or could you hold off for a few days maybe?"
36372,L239261,u1120,m74,DANA,I want to stop getting involved with men who aren't good for me.
36373,L239260,u1133,m74,VENKMAN,So -- are you making any New Year's resolutions?
36374,L239224,u1133,m74,VENKMAN,"I have a hamper?  Next time ask me first, okay.  I have more than two grades of laundry.  There're lots of subtle levels between clean and dirty."
36375,L239223,u1120,m74,DANA,I put them in your hamper.  I thought they were dirty.
36376,L239222,u1133,m74,VENKMAN,Did you happen to see some shirts on the floor in here?
36377,L239221,u1120,m74,DANA,"Okay, but it's not a date.  It's a dinner."
36378,L239220,u1133,m74,VENKMAN,"Janine Melnitz, are you kidding?  Do I have a vase?  I brought some of your clothes.  Wear something intriguing.  I brought along some interesting possibilities."
36379,L239219,u1120,m74,DANA,Does she know anything about babies?
36380,L239218,u1133,m74,VENKMAN,"It's Janine Melnitz, from my staff.  She's one of my most valuable employees."
36381,L239217,u1120,m74,DANA,I'm not here to date.  I can't leave Oscar in a strange place with someone I don't know.
36382,L239216,u1133,m74,VENKMAN,"Now you get dressed and we go out.  I got a babysitter and everything.  Trust me, you need it."
36383,L239215,u1120,m74,DANA,"They didn't find anything?  In the bathtub ... the pink ooze ... nothing?  So, what do I do now?"
36384,L239213,u1120,m74,DANA,"Yes, I'm very clean.  Did they find anything at my apartment?"
36385,L239212,u1133,m74,VENKMAN,Are you all squeaky clean now?
36386,L239153,u1133,m74,VENKMAN,I'll put him down for you.  You are way too short!  And your belly-button sticks out!  You're nothing but a burden to your poor mother!
36387,L239152,u1120,m74,DANA,Thank you.  Poor baby.  I think I should put him down now.
36388,L239151,u1133,m74,VENKMAN,Or we could do that.
36389,L239150,u1120,m74,DANA,How about you on the sofa and me in bed with the baby.
36390,L239149,u1133,m74,VENKMAN,For me it's best if I sleep on my side and you spoon up right behind me with your arms around me.  If we go the other way I'm afraid your hair will be getting in my face all night.
36391,L239148,u1120,m74,DANA,Really?  And how would we handle the sleeping arrangements?
36392,L239147,u1133,m74,VENKMAN,"Be careful on that sofa -- it's a butt-biter. But the bed's good and I just changed the sheets so if you get tired, feel free.  In fact, I think you should definitely plan on spending the night here."
36393,L239145,u1120,m74,DANA,"Peter, this is very nice, but you don't have to do any of this, you know."
36394,L239144,u1133,m74,VENKMAN,Bathroom's right here -- let me just tidy up a few things.
36395,L239141,u1133,m74,VENKMAN,"Sounds like another slime job ... No, they're all right.  They're here now ... Right ... Let me know."
36396,L239140,u1120,m74,DANA,It was full of this awful pink ooze.
36397,L239139,u1133,m74,VENKMAN,"We'll take care of that.  Ray, Pete.  Listen, get over to Dana's right away ... Her bathtub pulled a fast one -- tried to eat the kid."
36398,L239138,u1120,m74,DANA,"Peter, what about the bathtub?"
36399,L239137,u1133,m74,VENKMAN,"This is Joe Namath's old number, you know. You could get a lot of chicks with this. Just don't pee in it."
36400,L239135,u1133,m74,VENKMAN,I'll get Ray and Egon to check out the bathtub.  You better stay here.
36401,L239134,u1120,m74,DANA,I don't know what to do anymore.
36402,L239133,u1133,m74,VENKMAN,Who could blame him?  Were you wearing this nightgown?
36403,L239132,u1120,m74,DANA,I must be losing my mind.  At the museum today I could have sworn that terrible painting of Vigo looked right at me.
36404,L239131,u1133,m74,VENKMAN,"You know, if anyone else told me that, I'd have serious doubts.  But coming from you, I can't honestly say I'm surprised."
36405,L239130,u1120,m74,DANA,"Peter, the bathtub tried to eat Oscar."
36406,L239129,u1133,m74,VENKMAN,"No, I just got in -- a couple hours ago. Come on in.  Are we having a pajama party?"
36407,L239128,u1120,m74,DANA,I'm sorry.  Were you on your way out?
36408,L239097,u1133,m74,VENKMAN,"I'd like to stay, but I really don't have time to hang around here.  I'll call you.  Later, Johnny!"
36409,L239096,u1120,m74,DANA,"Good-bye, Peter."
36410,L239095,u1133,m74,VENKMAN,"I may be wrong, but I think you've got a little crush on this guy."
36411,L239090,u1133,m74,VENKMAN,"Yeah, it's not the kind of thing you'd want to hang in the rec room.  You know what it needs?  A fluffy little white kitten in the corner."
36412,L239089,u1120,m74,DANA,He was also a lunatic and a genocidal madman. I hate this painting.  I've felt very uncomfortable since they brought it up from storage.
36413,L239081,u1133,m74,VENKMAN,"As a matter of fact, I stopped by to tell you that I haven't forgotten your problem and that we're still on the case."
36414,L239080,u1120,m74,DANA,I'm sure you didn't come here just to talk about art.
36415,L239078,u1120,m74,DANA,I didn't paint it.  I'm just cleaning it. It's an original Ver Meer.  It's worth about ten million dollars.
36416,L239077,u1133,m74,VENKMAN,"You're really good, you know."
36417,L239076,u1120,m74,DANA,"Oh, hello, Peter."
36418,L239075,u1133,m74,VENKMAN,"So this is what you do, huh?"
36419,L238974,u1133,m74,VENKMAN,Thanks.
36420,L238973,u1120,m74,DANA,Good luck.
36421,L238972,u1133,m74,VENKMAN,I'm El Gato.  I always land on my feet.
36422,L238971,u1120,m74,DANA,You mean you cough up hairballs all over the rug?
36423,L238970,u1133,m74,VENKMAN,Don't worry about me.  I'm like a cat.
36424,L238969,u1120,m74,DANA,Please don't say that.  You won't go to prison.
36425,L238968,u1133,m74,VENKMAN,"You are personally responsible.  If I can get conjugal rights, will you visit me at Sing Sing?"
36426,L238967,u1120,m74,DANA,I wish I could stay.  I feel personally responsible for you being here.
36427,L238903,u1133,m74,VENKMAN,"Okay, let's take a look."
36428,L238902,u1120,m74,DANA,That's where the buggy stopped.
36429,L238901,u1120,m74,DANA,We definitely had a moment or two.
36430,L238900,u1133,m74,VENKMAN,"Brings back a lot of sweet memories, doesn't it?  There's our old cash machine.  And the dry cleaners we used to go to.  And the old video store.  We really had some good times, didn't we?"
36431,L238894,u1133,m74,VENKMAN,I'll supervise.
36432,L238893,u1120,m74,DANA,I'll do it.
36433,L238892,u1133,m74,VENKMAN,Unusual?  I don't know.  I haven't had a lot of experience with babies.
