,LINE_ID,CHARACTER_ID,MOVIE_ID,CHARACTER_NAME,UTTERANCE
254564,L499432,u7572,m511,WESSEX,"No. I have spoken to the Queen.  Her majesty's consent is requisite when a Wessex takes a wife, and once gained, her consent is her command."
254565,L499431,u7569,m511,VIOLA,"You flatter, my lord."
254566,L499430,u7572,m511,WESSEX,"I am aware of it, but it is beauty's privilege."
254567,L499429,u7569,m511,VIOLA,Lord Wessex. You have been waiting.
254568,L499428,u7572,m511,WESSEX,My lady VIOLA.
254569,L499318,u7569,m511,VIOLA,So my lord? I speak with him every day.
254570,L499317,u7572,m511,WESSEX,I have spoken with your father.
254571,L499316,u7569,m511,VIOLA,My lord.
254572,L499315,u7572,m511,WESSEX,My lady Viola.
254573,L499714,u7573,m511,WILL,"It is, Thomas, but of good reputation. Come, there is no harm in a drink."
254574,L499713,u7571,m511,VIOLA AS THOMAS,"Oh!--it's--it's--oh, it's a house of ill- repute!"
254575,L499482,u7573,m511,WILL,"For one kiss, I would defy a thousand Wessexes!"
254576,L499481,u7571,m511,VIOLA AS THOMAS,But what of Lord Wessex?
254577,L499480,u7573,m511,WILL,"Yes, by God! Love knows nothing of rank or riverbank! It will spark between a queen and the poor vagabond who plays the king, and their love should be minded by each, for love denied blights the soul we owe to God! So tell my lady, William Shakespeare waits for her in the garden!"
254578,L499479,u7571,m511,VIOLA AS THOMAS,"I think the lady is wise to keep your love at a distance. For what lady could live up to it close to, when her eyes and lips and voice may be no more beautiful than mine? Besides, can a lady born to wealth and noble marriage love happily with a Bankside poet and player?"
254579,L499478,u7573,m511,WILL,"Oh Thomas, a pair of pippins! As round and rare as golden apples!"
254580,L499477,u7571,m511,VIOLA AS THOMAS,What of her bosom?
254581,L499476,u7573,m511,WILL,"Constantly. Without doubt. And plays the lute, she has a natural ear. And her bosom--did I mention her bosom?"
254582,L499475,u7571,m511,VIOLA AS THOMAS,She sings too?
254583,L499474,u7573,m511,WILL,Deeper. Softer. None of your twittering larks! I would banish nightingales from her garden before they interrupt her song.
254584,L499473,u7571,m511,VIOLA AS THOMAS,And her voice? Like lark song?
254585,L499472,u7573,m511,WILL,"Oh, Thomas, her lips! The early morning rose would wither on the branch, if it could feel envy!"
254586,L499471,u7571,m511,VIOLA AS THOMAS,And her lips?
254587,L499470,u7573,m511,WILL,"Oh, if I could write the beauty of her eyes! I was born to look in them and know myself."
254588,L499469,u7571,m511,VIOLA AS THOMAS,"Yes, like rain and sun, like cold and heat.  Is your lady beautiful? Since I came to visit from the country, I have not seen her close. Tell me, is she beautiful?"
254589,L499468,u7573,m511,WILL,Like a sickness and its cure together.
254590,L499467,u7571,m511,VIOLA AS THOMAS,"Yes, my aunt. But perhaps she wept a little. Tell me how you love her, Will."
254591,L499466,u7573,m511,WILL,Your aunt?
254592,L499465,u7571,m511,VIOLA AS THOMAS,I  Her letter came to me by the nurse.
254593,L499464,u7573,m511,WILL,No. And yet she does where the ink has run with tears. Was she weeping when she gave you this?
254594,L499463,u7571,m511,VIOLA AS THOMAS,Does she say so?
254595,L499462,u7573,m511,WILL,"She loves me, Thomas!"
254596,L499461,u7571,m511,VIOLA AS THOMAS,It is only ours you can know.
254597,L499460,u7573,m511,WILL,And break her heart and mine?
254598,L499459,u7571,m511,VIOLA AS THOMAS,"If you love her, you must do what she asks."
254599,L499458,u7573,m511,WILL,She tells me to keep away. She is to marry Lord Wessex. What should I do?
254600,L499418,u7573,m511,WILL,Of course you have not! I have not written it!
254601,L499417,u7571,m511,VIOLA AS THOMAS,"I am very sorry, sir, I have not seen Act Two."
254602,L499414,u7573,m511,WILL,He is speaking about a baggage we never even meet! What will be left in your purse when he meets his Juliet?
254603,L499413,u7571,m511,VIOLA AS THOMAS,"No, sir."
254604,L499412,u7573,m511,WILL,Do you understand me?
254605,L499411,u7571,m511,VIOLA AS THOMAS,"Yes, sir."
254606,L499269,u7573,m511,WILL,Let me see you. Take off your hat.
254607,L499268,u7571,m511,VIOLA AS THOMAS,Are you Mr. Shakespeare?
254608,L499267,u7573,m511,WILL,Wait there.
254609,L499266,u7571,m511,VIOLA AS THOMAS,I . . .
254610,L499265,u7573,m511,WILL,Where did you learn how to do that?
254611,L499264,u7571,m511,VIOLA AS THOMAS,My hat?
254612,L499263,u7573,m511,WILL,Take off your hat.
254613,L499260,u7571,m511,VIOLA AS THOMAS,Thomas Kent. I would like to do a speech by a writer who commands the heart of every player.
254614,L499259,u7573,m511,WILL,Your name?
254615,L499798,u7572,m511,WESSEX,"By God, I'll fight the lot of you"
254616,L499797,u7573,m511,WILL,You are on my ground.
254617,L499796,u7572,m511,WESSEX,"You upstart inky pup! Now I will show you your place, which is in hell!"
254618,L499642,u7572,m511,WESSEX,That dog!
254619,L499641,u7573,m511,WILL,"Marlowe? Oh yes, he is the one, lovely waistcoat, shame about the poetry."
254620,L499640,u7572,m511,WESSEX,"An insolent penny-a-page rogue, Marlowe, he said, Christopher Marlowe--has he been to the house?"
254621,L499639,u7573,m511,WILL,A theatre poet?
254622,L499638,u7572,m511,WESSEX,"There was a man, poet--a theatre poet, I heard--does he come to the house?"
254623,L499637,u7573,m511,WILL,"A man, my lord?"
254624,L499636,u7572,m511,WESSEX,Is there a man?
254625,L499632,u7573,m511,WILL,"Oh, my lord, you will not shake me off, she never needed me more, I sear by your breeches!"
254626,L499631,u7572,m511,WESSEX,"On a more fortuitous occasion, perhaps"
254627,L499630,u7573,m511,WILL,"Her chaperone. My lady's country cousin.  My, but you be a handsome gallant, just as she said! You may call me Miss Wilhelmina!"
254628,L499629,u7572,m511,WESSEX,Are you bringing your laundry woman?
254629,L499628,u7573,m511,WILL,"Here we come at last, my lord!"
254630,L499326,u7573,m511,WILL,Christopher Marlowe at your service.
254631,L499325,u7572,m511,WESSEX,By coveting my property. I cannot shed blood in her house but I will cut your throat anon. You have a name?
254632,L499324,u7573,m511,WILL,"How do I offend, my lord?"
254633,L499323,u7573,m511,WILL,"I was a poet till now, but I have seen beauty that puts my poems at one with the talking ravens at the Tower."
254634,L499322,u7572,m511,WESSEX,"""Poet?"""
254635,L500709,u7576,m512,DAVID,"Your idea? Well, that fits. I mean, the two of you, that fits together. I should have seen that long ago."
254636,L500708,u7574,m512,ALEX,I bought the tickets. One for her and one for me. It was my idea.
254637,L500707,u7576,m512,DAVID,What?
254638,L500697,u7576,m512,DAVID,Where will we go? Where will we go? Juliet?
254639,L500696,u7574,m512,ALEX,Where do you think you'll go?
254640,L500695,u7576,m512,DAVID,"It's very kind of you to offer, but --"
254641,L500694,u7574,m512,ALEX,About the mail --
254642,L500693,u7576,m512,DAVID,"No, can't think of anything else that matters."
254643,L500689,u7576,m512,DAVID,"But more laughter than tears, I think? Yes. On balance? I mean, remember that time when -- oh, we could talk all night, but we have to go. Don't we, Juliet?"
254644,L500688,u7574,m512,ALEX,Yeah?
254645,L500687,u7576,m512,DAVID,"I mean, we've had ups and downs, right -- good times, bad times?"
254646,L500686,u7574,m512,ALEX,Not at all.
254647,L500685,u7576,m512,DAVID,For the best. Exactly. I wouldn't want things to end on a downer.
254648,L500684,u7574,m512,ALEX,"Oh, no, no, no. Don't let it worry you. Not at all. It's probably for the best."
254649,L500683,u7576,m512,DAVID,"No, really, I am sorry, sorry to be ducking out on you like this. I hope you won't take it personally."
254650,L500682,u7574,m512,ALEX,It's all right. I'll forward your mail.
254651,L500681,u7576,m512,DAVID,"Yeah, I'm sorry, but that's the way it is."
254652,L500680,u7574,m512,ALEX,So I gathered.
254653,L500679,u7576,m512,DAVID,"You old devil. Well, anyway, as you can see, we're leaving."
254654,L500678,u7574,m512,ALEX,"Yeah, I was phoning your mother."
254655,L500677,u7576,m512,DAVID,Sex lines? Is that it? Triple X-rated interactive fantasy? Old habits die hard.
254656,L500668,u7576,m512,DAVID,Except the money.
254657,L500667,u7574,m512,ALEX,"They know? So what? They have nothing, there is nothing, to connect us to that bodies stuff."
254658,L500666,u7576,m512,DAVID,They know.
